CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	ProSiteProfiles	PS50014	Bromodomain profile.	470	542	20.627	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	ProSiteProfiles	PS50014	Bromodomain profile.	269	341	18.24	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	CDD	cd05500	Bromo_BDF1_2_I	253	355	1.51614E-58	T	06-03-2020
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	CDD	cd05499	Bromo_BDF1_2_II	455	556	2.63888E-59	T	06-03-2020
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	Pfam	PF17035	Bromodomain extra-terminal - transcription regulation	664	699	3.5E-6	T	06-03-2020	IPR027353	NET domain
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	PRINTS	PR00503	Bromodomain signature	489	505	5.0E-20	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	PRINTS	PR00503	Bromodomain signature	505	523	5.0E-20	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	PRINTS	PR00503	Bromodomain signature	473	486	5.0E-20	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	PRINTS	PR00503	Bromodomain signature	523	542	5.0E-20	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	ProSitePatterns	PS00633	Bromodomain signature.	475	534	-	T	06-03-2020	IPR018359	Bromodomain, conserved site
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	Pfam	PF00439	Bromodomain	267	342	2.7E-19	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001282-T3	7f27bf6e5247569ff98ecea451351a47	701	Pfam	PF00439	Bromodomain	459	545	9.4E-21	T	06-03-2020	IPR001487	Bromodomain	GO:0005515
CIMG2_001029-T4	5832f01825886c7d91335db67a8d061e	583	Pfam	PF00005	ABC transporter	314	463	5.5E-35	T	06-03-2020	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
CIMG2_001029-T4	5832f01825886c7d91335db67a8d061e	583	Pfam	PF00664	ABC transporter transmembrane region	19	251	1.3E-40	T	06-03-2020	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0016021|GO:0042626|GO:0055085
CIMG2_001029-T4	5832f01825886c7d91335db67a8d061e	583	CDD	cd18582	ABC_6TM_ATM1_ABCB7	3	271	2.82188E-147	T	06-03-2020
CIMG2_001029-T4	5832f01825886c7d91335db67a8d061e	583	ProSiteProfiles	PS50929	ABC transporter integral membrane type-1 fused domain profile.	3	263	38.121	T	06-03-2020	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0016021|GO:0042626|GO:0055085
CIMG2_001029-T4	5832f01825886c7d91335db67a8d061e	583	ProSitePatterns	PS00211	ABC transporters family signature.	435	449	-	T	06-03-2020	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
CIMG2_001029-T4	5832f01825886c7d91335db67a8d061e	583	CDD	cd03253	ABCC_ATM1_transporter	298	535	7.90275E-158	T	06-03-2020
CIMG2_001029-T4	5832f01825886c7d91335db67a8d061e	583	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	298	534	23.996	T	06-03-2020	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
CIMG2_000383-T1	b90683fd32821e401593e5bcae19cefe	445	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	312	341	9.182	T	06-03-2020	IPR013087	Zinc finger C2H2-type	GO:0003676
CIMG2_000383-T1	b90683fd32821e401593e5bcae19cefe	445	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	264	286	-	T	06-03-2020	IPR013087	Zinc finger C2H2-type	GO:0003676
CIMG2_000383-T1	b90683fd32821e401593e5bcae19cefe	445	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	289	310	-	T	06-03-2020	IPR013087	Zinc finger C2H2-type	GO:0003676
CIMG2_000383-T1	b90683fd32821e401593e5bcae19cefe	445	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	383	414	9.743	T	06-03-2020	IPR013087	Zinc finger C2H2-type	GO:0003676
CIMG2_000383-T1	b90683fd32821e401593e5bcae19cefe	445	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	262	286	8.559	T	06-03-2020	IPR013087	Zinc finger C2H2-type	GO:0003676
CIMG2_000277-T2	5ac476424a87bbce94fe41e5daf84e6c	758	CDD	cd16024	GPI_EPT_2	1	234	1.40134E-139	T	06-03-2020	IPR037674	GPI ethanolamine phosphate transferase 2, N-terminal	GO:0006506|GO:0051377
